% Code: cgiSensitivity.c v2.1 (sll - 20 Sept 2002 Build)
% from WWW Sensitivity Curve Generator located at:
%   http://www.srl.caltech.edu/~shane/sensitivity/MakeCurve.html
% EQUAL ARM Space Based Observatory Sensitivity Curve
% Polarization and All Sky Averaged
% 
% For this data file:
% SNR = 1.000000 
% Armlength = 5.000000e+09 	meters
% Optics diameter = 0.300000 	meters
% Wavelength = 1064.000000 	nanometers
% Laser power = 1.000000 Watts
% Optical train efficiency = 0.300000 
% Accleration noise = 3.000000e-15 m/(s^2 root Hz)
% Position noise = 2.000000e-11 m/(root Hz)
% Sensitivity Floor Set by Laser Shot Noise
% Output Curve type is Laser Shot Noise
%
%
%
%f [Hz] 	hf [Hz^(-1/2)]
2.460268e-03	1.392460e-20
2.517593e-03	1.338691e-20
2.576253e-03	1.287728e-20
2.636279e-03	1.239456e-20
2.697704e-03	1.193763e-20
2.760561e-03	1.150544e-20
2.824882e-03	1.109698e-20
2.890701e-03	1.071126e-20
2.958055e-03	1.034735e-20
3.026978e-03	1.000433e-20
3.097506e-03	9.681353e-21
3.169678e-03	9.377554e-21
3.243532e-03	9.092125e-21
3.319106e-03	8.824279e-21
3.396441e-03	8.573246e-21
3.475578e-03	8.338286e-21
3.556559e-03	8.118675e-21
3.639427e-03	7.913713e-21
3.724226e-03	7.722717e-21
3.811000e-03	7.545029e-21
3.899796e-03	7.380002e-21
3.990661e-03	7.227012e-21
4.083644e-03	7.085452e-21
4.178793e-03	6.954733e-21
4.276159e-03	6.834289e-21
4.375793e-03	6.723570e-21
4.477749e-03	6.622046e-21
4.582080e-03	6.529210e-21
4.688843e-03	6.444572e-21
4.798093e-03	6.367669e-21
4.909889e-03	6.298054e-21
5.024289e-03	6.235307e-21
5.141355e-03	6.179028e-21
5.261149e-03	6.128838e-21
5.383733e-03	6.084386e-21
5.509175e-03	6.045338e-21
5.637538e-03	6.011386e-21
5.768893e-03	5.982243e-21
5.903308e-03	5.957643e-21
6.040855e-03	5.937344e-21
6.181607e-03	5.921122e-21
6.325639e-03	5.908778e-21
6.473025e-03	5.900128e-21
6.623848e-03	5.895013e-21
6.778182e-03	5.893287e-21
6.936115e-03	5.894828e-21
7.097726e-03	5.899530e-21
7.263103e-03	5.907303e-21
7.432333e-03	5.918077e-21
7.605507e-03	5.931798e-21
7.782715e-03	5.948428e-21
7.964053e-03	5.967944e-21
8.149615e-03	5.990343e-21
8.339501e-03	6.015635e-21
8.533811e-03	6.043846e-21
8.732649e-03	6.075020e-21
8.936120e-03	6.109217e-21
9.144331e-03	6.146514e-21
9.357394e-03	6.187004e-21
9.575422e-03	6.230801e-21
9.798530e-03	6.278035e-21
1.002684e-02	6.328858e-21
1.026046e-02	6.383440e-21
1.049953e-02	6.441978e-21
1.074416e-02	6.504689e-21
1.099451e-02	6.571819e-21
1.125068e-02	6.643640e-21
1.151282e-02	6.720456e-21
1.178107e-02	6.802604e-21
1.205557e-02	6.890458e-21
1.233647e-02	6.984433e-21
1.262390e-02	7.084988e-21
1.291804e-02	7.192636e-21
1.321903e-02	7.307941e-21
1.352703e-02	7.431531e-21
1.384222e-02	7.564106e-21
1.416473e-02	7.706441e-21
1.449477e-02	7.859403e-21
1.483250e-02	8.023953e-21
1.517810e-02	8.201166e-21
1.553175e-02	8.392246e-21
1.589364e-02	8.598528e-21
1.626396e-02	8.821518e-21
1.664291e-02	9.062889e-21
1.703069e-02	9.324516e-21
1.742751e-02	9.608500e-21
1.783357e-02	9.917174e-21
1.824909e-02	1.025313e-20
1.867429e-02	1.061926e-20
1.910940e-02	1.101870e-20
1.955465e-02	1.145488e-20
2.001028e-02	1.193145e-20
2.047651e-02	1.245223e-20
2.095362e-02	1.302098e-20
2.144183e-02	1.364124e-20
2.194143e-02	1.431581e-20
2.245267e-02	1.504615e-20
2.297581e-02	1.583141e-20
2.351115e-02	1.666712e-20
2.405896e-02	1.754345e-20
2.461953e-02	1.844324e-20
2.519317e-02	1.934008e-20
2.578017e-02	2.019730e-20
2.638084e-02	2.096898e-20
2.699553e-02	2.160415e-20
2.762451e-02	2.205467e-20
2.826817e-02	2.228525e-20
2.892681e-02	2.228230e-20
2.960081e-02	2.205753e-20
3.029051e-02	2.164479e-20
3.099628e-02	2.109158e-20
3.171849e-02	2.044918e-20
3.245753e-02	1.976480e-20
3.321379e-02	1.907725e-20
3.398768e-02	1.841567e-20
3.477958e-02	1.780041e-20
3.558995e-02	1.724481e-20
3.641920e-02	1.675705e-20
3.726777e-02	1.634196e-20
3.813610e-02	1.600230e-20
3.902468e-02	1.573987e-20
3.993395e-02	1.555624e-20
4.086441e-02	1.545334e-20
4.181656e-02	1.543388e-20
4.279088e-02	1.550172e-20
4.378790e-02	1.566220e-20
4.480816e-02	1.592238e-20
4.585220e-02	1.629129e-20
4.692055e-02	1.678011e-20
4.801380e-02	1.740209e-20
4.913253e-02	1.817211e-20
5.027731e-02	1.910536e-20
5.144878e-02	2.021450e-20
5.264753e-02	2.150405e-20
5.387421e-02	2.296072e-20
5.512949e-02	2.453873e-20
5.641400e-02	2.614273e-20
5.772845e-02	2.761856e-20
5.907352e-02	2.877177e-20
6.044994e-02	2.942815e-20
6.185842e-02	2.951461e-20
6.329972e-02	2.909990e-20
6.477460e-02	2.835897e-20
6.628385e-02	2.749592e-20
6.782826e-02	2.668463e-20
6.940866e-02	2.604946e-20
7.102588e-02	2.567325e-20
7.268078e-02	2.561434e-20
7.437425e-02	2.592272e-20
7.610717e-02	2.665204e-20
7.788046e-02	2.786688e-20
7.969508e-02	2.964282e-20
8.155197e-02	3.205078e-20
8.345213e-02	3.510487e-20
8.539657e-02	3.863984e-20
8.738631e-02	4.211895e-20
8.942241e-02	4.457575e-20
9.150595e-02	4.511852e-20
9.363804e-02	4.376887e-20
9.581978e-02	4.144626e-20
9.803368e-02	3.916302e-20
1.002987e-01	3.749503e-20
1.026162e-01	3.671986e-20
1.049872e-01	3.698118e-20
1.074128e-01	3.840873e-20
1.098946e-01	4.115654e-20
1.124337e-01	4.532705e-20
1.150315e-01	5.064478e-20
1.176892e-01	5.577218e-20
1.204084e-01	5.818312e-20
1.231905e-01	5.654061e-20
1.260368e-01	5.262764e-20
1.289488e-01	4.897175e-20
1.319282e-01	4.690967e-20
1.349764e-01	4.694121e-20
1.380950e-01	4.938417e-20
1.412856e-01	5.459737e-20
1.445501e-01	6.251041e-20
1.478898e-01	7.070858e-20
1.513069e-01	7.327021e-20
1.548028e-01	6.842784e-20
1.583796e-01	6.195032e-20
1.620389e-01	5.814855e-20
1.657828e-01	5.830653e-20
1.696131e-01	6.299361e-20
1.735320e-01	7.251079e-20
1.775415e-01	8.377423e-20
1.816436e-01	8.634640e-20
1.858404e-01	7.808220e-20
1.901342e-01	7.001446e-20
1.927040e-01	6.784920e-20
1.953085e-01	6.799572e-20
1.979482e-01	7.064629e-20
2.006235e-01	7.601872e-20
2.033351e-01	8.408691e-20
2.060833e-01	9.363697e-20
2.088686e-01	1.009075e-19
2.116915e-01	1.012556e-19
2.145527e-01	9.506583e-20
2.174524e-01	8.721850e-20
2.203914e-01	8.134225e-20
2.233701e-01	7.874825e-20
2.263891e-01	7.982370e-20
2.294488e-01	8.486244e-20
2.325499e-01	9.400789e-20
2.356930e-01	1.059014e-19
2.388785e-01	1.149761e-19
2.421070e-01	1.139492e-19
2.453793e-01	1.046765e-19
2.486957e-01	9.508205e-20
2.520569e-01	8.948930e-20
2.554636e-01	8.903273e-20
2.589163e-01	9.416391e-20
2.624157e-01	1.052229e-19
2.659624e-01	1.203652e-19
2.695570e-01	1.305839e-19
2.732002e-01	1.257904e-19
2.768926e-01	1.128067e-19
2.806350e-01	1.028038e-19
2.844279e-01	9.962990e-20
2.871554e-01	1.019896e-19
2.899090e-01	1.084361e-19
2.926891e-01	1.189469e-19
2.954958e-01	1.320399e-19
2.983294e-01	1.427189e-19
3.011902e-01	1.439997e-19
3.040785e-01	1.354012e-19
3.069945e-01	1.237363e-19
3.099383e-01	1.145764e-19
3.129104e-01	1.099616e-19
3.159110e-01	1.103943e-19
3.189405e-01	1.161739e-19
3.219989e-01	1.275082e-19
3.250867e-01	1.431135e-19
3.282040e-01	1.568438e-19
3.313513e-01	1.585471e-19
3.345288e-01	1.474379e-19
3.377367e-01	1.335091e-19
3.409754e-01	1.238537e-19
3.442452e-01	1.205511e-19
3.475463e-01	1.240804e-19
3.508791e-01	1.348081e-19
3.542438e-01	1.519788e-19
3.576408e-01	1.692277e-19
3.610703e-01	1.728143e-19
3.645328e-01	1.597261e-19
3.680285e-01	1.433129e-19
3.715576e-01	1.328661e-19
3.751206e-01	1.307275e-19
3.787178e-01	1.374570e-19
3.815347e-01	1.490633e-19
3.843726e-01	1.653335e-19
3.872317e-01	1.816353e-19
3.901120e-01	1.886079e-19
3.930136e-01	1.811056e-19
3.959369e-01	1.659249e-19
3.988820e-01	1.520698e-19
4.018489e-01	1.436296e-19
4.048379e-01	1.416131e-19
4.078490e-01	1.463180e-19
4.108828e-01	1.580129e-19
4.139389e-01	1.759331e-19
4.170179e-01	1.948309e-19
4.201197e-01	2.027171e-19
4.232446e-01	1.929441e-19
4.263927e-01	1.750153e-19
4.295643e-01	1.600387e-19
4.327594e-01	1.522693e-19
4.359783e-01	1.525712e-19
4.392212e-01	1.613149e-19
4.424882e-01	1.785768e-19
4.457794e-01	2.011458e-19
4.490952e-01	2.167270e-19
4.524356e-01	2.112878e-19
4.558009e-01	1.915475e-19
4.591912e-01	1.733229e-19
4.626067e-01	1.636031e-19
4.660476e-01	1.637659e-19
4.695142e-01	1.742590e-19
4.730064e-01	1.949193e-19
4.758811e-01	2.158241e-19
4.787732e-01	2.303880e-19
4.816829e-01	2.279579e-19
4.846103e-01	2.112659e-19
4.875554e-01	1.922887e-19
4.905185e-01	1.786356e-19
4.934996e-01	1.725844e-19
4.964987e-01	1.745806e-19
4.995162e-01	1.849316e-19
5.025519e-01	2.035464e-19
5.056062e-01	2.271854e-19
5.086789e-01	2.446736e-19
5.117704e-01	2.421976e-19
5.148805e-01	2.229547e-19
5.180097e-01	2.019733e-19
5.211578e-01	1.880191e-19
5.243251e-01	1.833560e-19
5.275116e-01	1.884151e-19
5.307176e-01	2.035195e-19
5.339429e-01	2.275250e-19
5.371879e-01	2.523554e-19
5.404526e-01	2.600691e-19
5.437372e-01	2.436260e-19
5.470416e-01	2.191283e-19
5.503662e-01	2.009326e-19
5.537110e-01	1.934078e-19
5.570761e-01	1.972702e-19
5.604617e-01	2.129344e-19
5.638678e-01	2.393406e-19
5.672946e-01	2.670571e-19
5.702096e-01	2.751275e-19
5.731395e-01	2.619592e-19
5.760846e-01	2.389082e-19
5.790447e-01	2.188219e-19
5.820200e-01	2.069991e-19
5.850106e-01	2.045780e-19
5.880167e-01	2.118503e-19
5.910381e-01	2.290394e-19
5.940750e-01	2.546296e-19
5.971276e-01	2.803724e-19
6.001959e-01	2.892801e-19
6.032799e-01	2.737998e-19
6.063798e-01	2.480548e-19
6.094955e-01	2.268695e-19
6.126274e-01	2.156775e-19
6.157752e-01	2.154729e-19
6.189394e-01	2.265988e-19
6.221197e-01	2.490717e-19
6.253164e-01	2.791193e-19
6.285294e-01	3.020300e-19
6.317590e-01	2.984254e-19
6.350053e-01	2.728967e-19
6.382681e-01	2.462168e-19
6.415477e-01	2.295554e-19
6.448442e-01	2.254179e-19
6.481578e-01	2.342505e-19
6.514882e-01	2.562769e-19
6.548357e-01	2.883558e-19
6.582006e-01	3.151590e-19
6.615826e-01	3.129851e-19
6.645274e-01	2.893813e-19
6.674851e-01	2.628985e-19
6.704562e-01	2.439492e-19
6.734404e-01	2.355129e-19
6.764379e-01	2.380811e-19
6.794488e-01	2.519618e-19
6.824731e-01	2.768829e-19
6.855108e-01	3.082760e-19
6.885620e-01	3.310965e-19
6.916268e-01	3.272437e-19
6.947053e-01	3.011548e-19
6.977975e-01	2.726534e-19
7.009034e-01	2.533353e-19
7.040231e-01	2.461787e-19
7.071568e-01	2.516491e-19
7.103043e-01	2.700669e-19
7.134659e-01	3.002408e-19
7.166416e-01	3.332721e-19
7.198315e-01	3.474224e-19
7.230354e-01	3.297521e-19
7.262537e-01	2.975840e-19
7.294863e-01	2.710912e-19
7.327333e-01	2.575427e-19
7.359947e-01	2.581393e-19
7.392707e-01	2.732658e-19
7.425612e-01	3.026007e-19
7.458663e-01	3.394802e-19
7.491862e-01	3.617791e-19
7.525209e-01	3.484738e-19
7.558704e-01	3.142845e-19
7.588381e-01	2.872780e-19
7.618173e-01	2.711259e-19
7.648083e-01	2.673162e-19
7.678110e-01	2.761449e-19
7.708255e-01	2.978297e-19
7.738519e-01	3.304661e-19
7.768901e-01	3.637842e-19
7.799402e-01	3.761911e-19
7.830024e-01	3.570302e-19
7.860764e-01	3.236214e-19
7.891626e-01	2.953871e-19
7.922611e-01	2.797205e-19
7.953715e-01	2.779557e-19
7.984943e-01	2.904197e-19
8.016292e-01	3.171726e-19
8.047765e-01	3.543891e-19
8.079361e-01	3.858787e-19
8.111082e-01	3.866583e-19
